emp_no,first_name,last_name,title,to_date,from_date,salary
444370,Masanao,Genin,Senior Staff,9999-01-01,2002-04-12,40000
266708,Nahid,Ariola,Senior Engineer,9999-01-01,2002-04-12,40000
268436,Phuoc,Onuegbe,Senior Engineer,9999-01-01,2002-04-11,40000
287646,Otilia,Etalle,Senior Engineer,9999-01-01,2002-04-11,40000
440400,Vasiliy,Karlin,Senior Staff,9999-01-01,2002-04-11,73947
212042,Sigeru,Brizzi,Senior Staff,9999-01-01,2002-04-09,46054
39323,Zita,Ratnaker,Senior Engineer,9999-01-01,2002-04-08,53506
292712,Gro,Leuchs,Senior Engineer,9999-01-01,2002-04-08,55328
487849,Sanjiv,Perna,Senior Engineer,9999-01-01,2002-04-08,47070
262566,Rafols,Ladret,Senior Engineer,9999-01-01,2002-04-08,40000
71545,Denny,Nittel,Senior Staff,9999-01-01,2002-04-06,47637
218592,Shalesh,McDermid,Senior Staff,9999-01-01,2002-04-06,67463
469145,Berhard,Szilard,Senior Staff,9999-01-01,2002-04-05,40000
431731,Jianhao,Ermel,Engineer,9999-01-01,2002-04-05,54343
245969,Akhilish,Kushner,Senior Staff,9999-01-01,2002-04-04,72956
243592,Radhia,Frolund,Senior Staff,9999-01-01,2002-04-02,59404
251971,Harjit,Demke,Senior Engineer,9999-01-01,2002-04-02,64062
452093,Fun,Menhoudj,Senior Engineer,9999-01-01,2002-04-02,58624
36877,Shahaf,Ranst,Senior Staff,9999-01-01,2002-04-02,63066
203376,Rajmohan,Curless,Senior Staff,9999-01-01,2002-04-02,40000
264848,Gino,Fandrianto,Senior Engineer,9999-01-01,2002-04-01,46133
457054,Pascal,Litecky,Senior Engineer,9999-01-01,2002-03-31,40000
487986,Jackson,Geffroy,Senior Staff,9999-01-01,2002-03-31,86827
279105,Shuichi,Litecky,Senior Engineer,9999-01-01,2002-03-30,40000
21432,Kerhong,Weisert,Senior Staff,9999-01-01,2002-03-30,45799
261136,Vishv,Joslin,Senior Staff,9999-01-01,2002-03-29,103702
467970,Utz,Kuzuoka,Senior Staff,9999-01-01,2002-03-29,63653
53162,Marke,Bamford,Senior Engineer,9999-01-01,2002-03-29,47988
41173,Maren,Aseltine,Senior Engineer,9999-01-01,2002-03-29,42081
287247,Temple,Michaeli,Senior Engineer,9999-01-01,2002-03-28,40000
46440,Pranav,Rosay,Engineer,9999-01-01,2002-03-28,53108
210509,Shichao,Braunschweig,Senior Staff,9999-01-01,2002-03-28,40000
24207,Frazer,Rodham,Engineer,9999-01-01,2002-03-27,40389
33183,Haldun,Veldwijk,Senior Engineer,9999-01-01,2002-03-26,48354
23151,Ortrun,Lunt,Senior Engineer,9999-01-01,2002-03-26,91783
443747,Sorina,Genther,Senior Staff,9999-01-01,2002-03-26,62440
28782,Marl,Yemenis,Engineer,9999-01-01,2002-03-25,48475
273718,Padma,Nitto,Senior Engineer,9999-01-01,2002-03-25,66725
221850,Mitsuyuki,Ritzmann,Engineer,9999-01-01,2002-03-25,40000
38267,Abdelghani,Armand,Senior Engineer,9999-01-01,2002-03-25,53738
489381,Elzbieta,VanScheik,Senior Engineer,9999-01-01,2002-03-25,44966
223314,Tamiya,Rahier,Senior Staff,9999-01-01,2002-03-25,49113
462510,Kshitij,Barvinok,Senior Engineer,9999-01-01,2002-03-25,40000
231702,Sahrah,Vieri,Senior Staff,9999-01-01,2002-03-25,56117
264670,Dinkar,Ferretti,Senior Staff,9999-01-01,2002-03-24,47463
299256,Lucien,Maraist,Senior Engineer,9999-01-01,2002-03-24,40000
97670,Flemming,Yurek,Senior Staff,9999-01-01,2002-03-24,58582
256969,Kazuhisa,Keohane,Senior Engineer,9999-01-01,2002-03-24,45605
297423,Nirmal,Luca,Senior Engineer,9999-01-01,2002-03-23,40000
71458,Kazuhiro,Welham,Senior Engineer,9999-01-01,2002-03-23,40000
263920,Pintsang,Gecsel,Senior Staff,9999-01-01,2002-03-23,60182
284530,Almudena,Borstler,Senior Engineer,9999-01-01,2002-03-23,47670
48503,Pranas,Gammage,Engineer,9999-01-01,2002-03-21,68225
244836,Tianruo,Cairo,Senior Engineer,9999-01-01,2002-03-21,47409
462875,Francoise,Picaronny,Senior Engineer,9999-01-01,2002-03-21,55193
428889,Perry,Brizzi,Engineer,9999-01-01,2002-03-21,40000
405123,Zeljko,Walstra,Senior Staff,9999-01-01,2002-03-20,48381
411794,Amabile,Kakkar,Senior Staff,9999-01-01,2002-03-20,40000
50707,Uno,Coney,Senior Engineer,9999-01-01,2002-03-20,46266
72087,Teiji,Chartres,Senior Engineer,9999-01-01,2002-03-19,40000
25004,Youpyo,Schurmann,Senior Engineer,9999-01-01,2002-03-19,58960
260790,Niteen,Perfilyeva,Senior Engineer,9999-01-01,2002-03-19,40000
274090,Franziska,Peng,Senior Staff,9999-01-01,2002-03-19,47080
82683,Pantung,Dayang,Senior Staff,9999-01-01,2002-03-19,45702
458054,Yagil,Benaini,Senior Engineer,9999-01-01,2002-03-18,40000
286634,Halsur,Underwood,Senior Staff,9999-01-01,2002-03-18,62280
439072,Snehasis,Kavanagh,Senior Staff,9999-01-01,2002-03-18,73853
36043,Fai,Rubsam,Senior Staff,9999-01-01,2002-03-18,90719
221351,Odoardo,Chepyzhov,Senior Staff,9999-01-01,2002-03-17,88868
474474,Kazuhira,Lammel,Senior Staff,9999-01-01,2002-03-17,71395
54932,Kamakshi,Munoz,Senior Staff,9999-01-01,2002-03-17,61454
21361,Shooichi,Lally,Senior Staff,9999-01-01,2002-03-16,84832
401179,Conrado,Kalloufi,Senior Staff,9999-01-01,2002-03-16,55543
17834,Zhilian,Fiutem,Senior Engineer,9999-01-01,2002-03-16,40000
277892,Pintsang,Heyers,Senior Engineer,9999-01-01,2002-03-16,47112
36491,Margareta,Luon,Senior Engineer,9999-01-01,2002-03-16,52847
409374,Vesna,Gischer,Senior Engineer,9999-01-01,2002-03-16,40000
202937,Heejo,Schlegelmilch,Senior Staff,9999-01-01,2002-03-16,85624
238053,Lein,Baca,Senior Staff,9999-01-01,2002-03-16,92059
282834,Bodo,Reeken,Senior Staff,9999-01-01,2002-03-16,55968
273477,Shaowen,Validov,Senior Engineer,9999-01-01,2002-03-15,63003
32001,Mari,Attimonelli,Senior Staff,9999-01-01,2002-03-14,69437
38922,Xiaobin,Sewelson,Senior Staff,9999-01-01,2002-03-14,40000
21646,Gila,Guardalben,Senior Engineer,9999-01-01,2002-03-14,41370
218522,Ulises,Verhaegen,Senior Staff,9999-01-01,2002-03-14,44277
239955,Pantung,Gihr,Senior Staff,9999-01-01,2002-03-14,56387
291756,Randi,Braunmuhl,Senior Engineer,9999-01-01,2002-03-13,40000
234208,Yucai,Horswill,Senior Staff,9999-01-01,2002-03-13,52120
481313,Cullen,Rodier,Senior Staff,9999-01-01,2002-03-13,43078
427426,Vasilii,Dulin,Senior Staff,9999-01-01,2002-03-12,64667
424447,Irene,Miake,Senior Staff,9999-01-01,2002-03-11,89547
404470,Chikara,Schrift,Senior Engineer,9999-01-01,2002-03-10,40000
66851,Mona,Lyonns,Senior Engineer,9999-01-01,2002-03-10,48823
104911,Sanjai,Kruskal,Senior Staff,9999-01-01,2002-03-10,40000
65595,Kasidit,Fujisaki,Senior Engineer,9999-01-01,2002-03-10,51388
80801,Bluma,Ambroszkiewicz,Senior Staff,9999-01-01,2002-03-09,71885
410359,Elgin,Lowrie,Senior Engineer,9999-01-01,2002-03-09,40000
233878,Shigenori,Vanwelkenhuysen,Senior Staff,9999-01-01,2002-03-09,57605
288896,Uinam,Uludag,Senior Engineer,9999-01-01,2002-03-08,44197
473076,Shaowei,Chelton,Senior Engineer,9999-01-01,2002-03-08,65285
265681,Marsal,Atrawala,Senior Staff,9999-01-01,2002-03-08,90646
49900,Ramzi,Schonegge,Senior Staff,9999-01-01,2002-03-07,40000
275466,Danco,Puoti,Senior Engineer,9999-01-01,2002-03-07,54370
400571,Stafford,Iacovou,Senior Staff,9999-01-01,2002-03-07,40000
250886,Kagan,Busillo,Senior Staff,9999-01-01,2002-03-06,64747
228685,Peer,Zolotykh,Senior Staff,9999-01-01,2002-03-04,43672
202310,Krister,Perko,Senior Staff,9999-01-01,2002-03-04,79767
44042,Susuma,Ladret,Senior Staff,9999-01-01,2002-03-04,64759
71791,Bedrich,Lalonde,Senior Engineer,9999-01-01,2002-03-04,47195
102068,Zhilian,Bergere,Senior Staff,9999-01-01,2002-03-03,67377
36173,Rance,Takkinen,Senior Engineer,9999-01-01,2002-03-03,57002
27325,Kauko,Baer,Senior Engineer,9999-01-01,2002-03-03,40000
297332,Gita,Lorie,Engineer,9999-01-01,2002-03-03,40000
465199,Wojceich,Plotkin,Senior Engineer,9999-01-01,2002-03-02,61761
277296,Xiaoshan,Randi,Senior Engineer,9999-01-01,2002-03-02,74172
230895,Godehard,Parhami,Senior Engineer,9999-01-01,2002-03-02,68058
257103,Rildo,Fabrizio,Senior Staff,9999-01-01,2002-03-01,40000
93164,Frazer,Ruemmler,Senior Staff,9999-01-01,2002-03-01,52877
498240,Cheong,Falster,Senior Engineer,9999-01-01,2002-03-01,40000
103164,Valeska,Chiola,Senior Staff,9999-01-01,2002-03-01,66173
101898,Mang,Schwartzbauer,Senior Engineer,9999-01-01,2002-03-01,56898
261317,Chenxi,Prenel,Senior Engineer,9999-01-01,2002-03-01,42955
240675,Karoline,Uchoa,Senior Staff,9999-01-01,2002-02-28,43072
79442,Yannis,McClurg,Senior Staff,9999-01-01,2002-02-28,91919
273276,Maya,Makrucki,Senior Engineer,9999-01-01,2002-02-27,40000
411715,Ranga,Pileggi,Senior Engineer,9999-01-01,2002-02-27,51856
73559,Masamitsu,Murrill,Senior Staff,9999-01-01,2002-02-27,40000
497023,Jamaludin,Nooteboom,Senior Staff,9999-01-01,2002-02-26,85134
239648,Fun,Birsak,Senior Staff,9999-01-01,2002-02-26,81152
81755,Peer,Beeson,Senior Staff,9999-01-01,2002-02-26,40000
248019,Adel,McDermid,Senior Staff,9999-01-01,2002-02-25,44341
408613,Mart,Angelov,Senior Engineer,9999-01-01,2002-02-25,41770
490929,Mingdong,Byoun,Senior Staff,9999-01-01,2002-02-25,55175
36223,Fuqing,Cooley,Senior Engineer,9999-01-01,2002-02-25,42949
23561,Jingling,Zizka,Senior Engineer,9999-01-01,2002-02-24,48337
482878,Chikara,Denti,Senior Staff,9999-01-01,2002-02-24,83187
276683,Jingling,Shackel,Senior Engineer,9999-01-01,2002-02-24,40000
454218,Mokhtar,Ducloy,Senior Engineer,9999-01-01,2002-02-23,52460
105766,Boutros,Callaway,Senior Staff,9999-01-01,2002-02-22,40239
489972,Sivanarayana,Selenyi,Senior Engineer,9999-01-01,2002-02-22,40000
294773,Constantino,Sanella,Senior Engineer,9999-01-01,2002-02-22,51332
298704,Cedric,Bach,Senior Staff,9999-01-01,2002-02-22,83923
414188,Taizo,Juneja,Senior Staff,9999-01-01,2002-02-21,76646
480192,Dhritiman,Onuegbe,Senior Staff,9999-01-01,2002-02-20,72095
242678,Tokuyasu,Beausoleil,Senior Engineer,9999-01-01,2002-02-20,59693
29468,Ramya,Bojadziev,Senior Staff,9999-01-01,2002-02-20,40000
411024,Bowen,Syrzycki,Senior Staff,9999-01-01,2002-02-20,61803
499453,Alper,Peck,Senior Staff,9999-01-01,2002-02-20,65622
279226,Isaac,Gopalakrishnan,Senior Staff,9999-01-01,2002-02-20,43025
465581,Kiyomitsu,Highland,Senior Engineer,9999-01-01,2002-02-19,40000
56476,Danae,Chiola,Senior Engineer,9999-01-01,2002-02-19,40000
219994,Akemi,Broomell,Senior Staff,9999-01-01,2002-02-19,85955
267228,Van,Crouzet,Engineer,9999-01-01,2002-02-19,55262
291719,Volkmar,Schade,Senior Engineer,9999-01-01,2002-02-18,45088
269802,Gregory,Tiemann,Senior Staff,9999-01-01,2002-02-18,63368
454830,Ottavia,Dehkordi,Senior Engineer,9999-01-01,2002-02-17,71879
497493,Phuoc,Chandrasekhar,Senior Staff,9999-01-01,2002-02-17,54057
455430,Miyeon,Melichar,Senior Staff,9999-01-01,2002-02-16,40000
25255,Heng,Erdi,Senior Staff,9999-01-01,2002-02-16,84701
492777,Demin,Mapelli,Engineer,9999-01-01,2002-02-16,40000
433656,Pragnesh,Silva,Senior Engineer,9999-01-01,2002-02-15,40000
33248,Lucian,Cronin,Senior Engineer,9999-01-01,2002-02-15,40376
290738,Ioana,Beerel,Senior Staff,9999-01-01,2002-02-14,76418
49174,Giri,Pollock,Senior Staff,9999-01-01,2002-02-14,45721
261451,Randi,Gide,Senior Staff,9999-01-01,2002-02-14,69345
405489,Weidon,Merks,Senior Engineer,9999-01-01,2002-02-14,40000
100574,Lucien,Bennet,Senior Staff,9999-01-01,2002-02-14,83065
282392,Wonhee,Hooghiemstra,Senior Engineer,9999-01-01,2002-02-14,40000
422587,Mohit,Speek,Senior Engineer,9999-01-01,2002-02-13,40000
253359,Gadiel,Terwilliger,Senior Engineer,9999-01-01,2002-02-13,41721
50006,Charmane,Yeung,Senior Engineer,9999-01-01,2002-02-12,43309
420874,Jinya,Hiyoshi,Senior Staff,9999-01-01,2002-02-12,69928
11872,Cheong,Riexinger,Senior Staff,9999-01-01,2002-02-12,43159
218998,Kristian,Hennebert,Senior Engineer,9999-01-01,2002-02-11,53486
440076,Hailing,Schiettecatte,Engineer,9999-01-01,2002-02-11,40000
74699,Moon,Rotem,Senior Engineer,9999-01-01,2002-02-11,40000
286683,Katsuyuki,Decaestecker,Senior Staff,9999-01-01,2002-02-11,60121
258457,True,Gihr,Senior Staff,9999-01-01,2002-02-11,80523
99013,Tsz,Cools,Senior Engineer,9999-01-01,2002-02-09,46808
481228,Vishv,Cochrane,Senior Staff,9999-01-01,2002-02-09,52131
104467,Anoosh,Panwar,Senior Engineer,9999-01-01,2002-02-08,40000
279642,Feipei,Besancenot,Engineer,9999-01-01,2002-02-08,53904
280512,Sumant,Trelles,Senior Staff,9999-01-01,2002-02-07,79264
205359,Serge,Bresenham,Senior Staff,9999-01-01,2002-02-07,40000
59391,Qunsheng,Plessier,Senior Engineer,9999-01-01,2002-02-07,40000
35776,Martien,Fujisaki,Senior Engineer,9999-01-01,2002-02-06,53730
37751,Jacopo,DuBourdieux,Senior Staff,9999-01-01,2002-02-06,59872
69555,Golgen,Sabnani,Senior Staff,9999-01-01,2002-02-06,74734
216102,Baziley,Vingron,Senior Staff,9999-01-01,2002-02-05,58493
19674,Mart,Varley,Senior Staff,9999-01-01,2002-02-05,40000
15943,Yakkov,Demke,Senior Engineer,9999-01-01,2002-02-05,40000
49235,Heather,Shiratori,Senior Engineer,9999-01-01,2002-02-05,43880
463260,Masako,Muntz,Senior Engineer,9999-01-01,2002-02-05,56233
205297,Aral,Weedon,Senior Engineer,9999-01-01,2002-02-05,40000
76760,Adib,Bale,Engineer,9999-01-01,2002-02-04,48303
67845,Xuejun,Back,Senior Staff,9999-01-01,2002-02-04,70932
289232,Miyeon,Simmen,Senior Staff,9999-01-01,2002-02-04,63640
461608,Matk,Brendel,Senior Engineer,9999-01-01,2002-02-03,51047
400872,Oguz,Lueh,Senior Staff,9999-01-01,2002-02-03,79091
83210,Seongbae,Zockler,Senior Engineer,9999-01-01,2002-02-03,43418
220868,Christoph,Lovengreen,Senior Staff,9999-01-01,2002-02-02,67650
74233,Zvonko,Spell,Senior Engineer,9999-01-01,2002-02-02,40000
28149,Sandeepan,Gulik,Senior Engineer,9999-01-01,2002-02-02,40000
107800,Goncalo,Stenning,Senior Engineer,9999-01-01,2002-02-02,66719
247634,Shiv,Axelband,Engineer,9999-01-01,2002-02-01,40000
480823,Ulf,Baig,Senior Engineer,9999-01-01,2002-02-01,53446
213101,Sajjad,Benveniste,Senior Staff,9999-01-01,2002-02-01,42562
489674,Maja,Tramer,Senior Engineer,9999-01-01,2002-02-01,40000
419000,Subhada,Sluis,Senior Staff,9999-01-01,2002-01-31,92761
75915,Luisa,Maierhofer,Senior Engineer,9999-01-01,2002-01-31,40000
445715,Shooichi,Schurmann,Senior Staff,9999-01-01,2002-01-30,82010
83194,Vidar,Bridgland,Senior Staff,9999-01-01,2002-01-30,69724
240062,Lucian,Maquelin,Senior Engineer,9999-01-01,2002-01-30,67436
18382,Remko,Mattern,Senior Engineer,9999-01-01,2002-01-30,57540
411928,JiYoung,Bain,Senior Staff,9999-01-01,2002-01-29,40000
471250,Sivanarayana,Ferretti,Senior Staff,9999-01-01,2002-01-29,44656
272691,Nectarios,Usery,Senior Staff,9999-01-01,2002-01-29,55747
248996,Basim,Sewelson,Senior Staff,9999-01-01,2002-01-29,40000
27756,Stevo,Suwa,Senior Staff,9999-01-01,2002-01-28,67919
296171,Pradeep,Munke,Senior Staff,9999-01-01,2002-01-28,58828
265020,Jiafu,Setia,Senior Staff,9999-01-01,2002-01-28,40000
47137,Valter,Marchegay,Senior Staff,9999-01-01,2002-01-28,92421
420770,Candido,Pietrzykowski,Senior Staff,9999-01-01,2002-01-28,40165
432167,Peternela,Talmon,Senior Engineer,9999-01-01,2002-01-27,40000
298020,Yuguang,Oxman,Senior Staff,9999-01-01,2002-01-27,52443
297405,Susanna,Eterovic,Senior Engineer,9999-01-01,2002-01-27,40000
88997,Leif,Giveon,Senior Engineer,9999-01-01,2002-01-27,45419
232289,Fun,Farrag,Senior Engineer,9999-01-01,2002-01-27,66678
43776,Xuedong,Feldhoffer,Senior Staff,9999-01-01,2002-01-26,44288
59899,Toong,Schueller,Engineer,9999-01-01,2002-01-26,66788
201014,Geoff,Siprelle,Senior Staff,9999-01-01,2002-01-26,54629
207208,Susanne,Shackel,Senior Engineer,9999-01-01,2002-01-26,40000
263448,Gopalakrishnan,Brodal,Senior Engineer,9999-01-01,2002-01-26,40000
252992,Shahab,Gustavson,Engineer,9999-01-01,2002-01-25,40000
77292,Berhard,Roccetti,Engineer,9999-01-01,2002-01-25,40000
75347,Aemilian,Simmen,Engineer,9999-01-01,2002-01-25,40000
408922,Bernardo,Gulak,Senior Engineer,9999-01-01,2002-01-25,40306
285256,Ayonca,Brendel,Senior Engineer,9999-01-01,2002-01-24,57782
463978,Pasqua,Pillow,Senior Engineer,9999-01-01,2002-01-24,42858
457541,Jovan,Furudate,Senior Engineer,9999-01-01,2002-01-24,40000
80479,Sanjay,Kragelund,Senior Staff,9999-01-01,2002-01-24,40000
231883,Srinidhi,Heering,Senior Staff,9999-01-01,2002-01-24,57391
271305,Lena,Zolotykh,Engineer,9999-01-01,2002-01-24,42121
97123,Basim,Suppi,Senior Engineer,9999-01-01,2002-01-24,46861
218267,Dzung,Terekhov,Senior Engineer,9999-01-01,2002-01-23,40000
441674,Jiong,Heusch,Senior Staff,9999-01-01,2002-01-23,40000
55637,Szabolcs,Erde,Senior Engineer,9999-01-01,2002-01-23,40000
30092,Kristof,Pusterhofer,Senior Engineer,9999-01-01,2002-01-23,73013
79470,Sadegh,Schmittgen,Senior Engineer,9999-01-01,2002-01-23,56510
429272,DeForest,Benantar,Senior Engineer,9999-01-01,2002-01-22,44602
490344,Jayesh,Horswill,Senior Engineer,9999-01-01,2002-01-22,40000
431969,Uriel,Maksimenko,Senior Engineer,9999-01-01,2002-01-22,53485
423338,Chuanti,Rosiles,Senior Staff,9999-01-01,2002-01-22,70948
85015,Lijia,Lipner,Senior Staff,9999-01-01,2002-01-21,68523
15869,Guoxiang,Bala,Senior Engineer,9999-01-01,2002-01-21,40000
493647,Jayson,Perri,Senior Staff,9999-01-01,2002-01-21,40000
254464,Kazuhito,Matteis,Senior Staff,9999-01-01,2002-01-20,59575
74514,Rosalyn,Benzmuller,Senior Engineer,9999-01-01,2002-01-19,56611
498770,Kersti,Katzenelson,Engineer,9999-01-01,2002-01-18,55758
282093,Mizuhito,Reistad,Senior Engineer,9999-01-01,2002-01-17,62494
288144,Youngkon,Pehl,Engineer,9999-01-01,2002-01-17,40000
492836,Zorica,Kranzdorf,Senior Engineer,9999-01-01,2002-01-16,40000
219519,Kazunori,Mitzlaff,Senior Staff,9999-01-01,2002-01-16,71206
430841,Wanqing,Menyhert,Senior Staff,9999-01-01,2002-01-16,75899
289732,Jayson,Hammerschmidt,Senior Engineer,9999-01-01,2002-01-15,41702
236451,Taegyun,Mahmud,Senior Staff,9999-01-01,2002-01-15,40000
460053,Oscar,Kroon,Senior Staff,9999-01-01,2002-01-14,40000
227185,Lillian,Syang,Senior Engineer,9999-01-01,2002-01-14,40000
99226,Mario,Pehl,Senior Engineer,9999-01-01,2002-01-14,42023
215055,Percy,Percebois,Senior Engineer,9999-01-01,2002-01-13,54947
425291,Basil,Schusler,Senior Staff,9999-01-01,2002-01-13,73601
410307,Aleksander,Simmen,Senior Staff,9999-01-01,2002-01-13,67827
266048,Shaowen,Tetzlaff,Senior Engineer,9999-01-01,2002-01-13,60843
99804,Abdelghani,Benner,Senior Engineer,9999-01-01,2002-01-13,58433
295402,Branimir,Engberts,Senior Staff,9999-01-01,2002-01-12,42480
296619,Frederique,Brickell,Senior Engineer,9999-01-01,2002-01-11,52470
264018,Djenana,Lorcy,Senior Staff,9999-01-01,2002-01-10,46245
422066,Aleksander,Berendt,Senior Engineer,9999-01-01,2002-01-10,40000
246505,Hugo,Byoun,Senior Staff,9999-01-01,2002-01-10,56450
279139,Tetsushi,Eastman,Senior Staff,9999-01-01,2002-01-09,60322
264234,Rayond,Benzaken,Senior Engineer,9999-01-01,2002-01-09,40000
243180,Gen,Terkki,Senior Engineer,9999-01-01,2002-01-09,58536
213310,Quingbo,Apsitis,Senior Engineer,9999-01-01,2002-01-09,42002
212653,Geoffrey,Nyrup,Senior Engineer,9999-01-01,2002-01-08,58258
275599,Toshimi,Cichocki,Senior Engineer,9999-01-01,2002-01-08,62267
86527,Toshiko,Pollacia,Senior Staff,9999-01-01,2002-01-07,41115
36688,Cristinel,Mateescu,Senior Engineer,9999-01-01,2002-01-07,40294
38722,Noritoshi,Crooks,Senior Staff,9999-01-01,2002-01-07,40000
49624,Falguni,Mitsuhashi,Engineer,9999-01-01,2002-01-07,40000
487495,Dekang,Shobatake,Senior Engineer,9999-01-01,2002-01-07,60621
226080,Fabrizio,Decleir,Senior Engineer,9999-01-01,2002-01-07,40000
207774,KayLiang,Trachtenberg,Senior Staff,9999-01-01,2002-01-06,53722
283270,Val,Bade,Senior Engineer,9999-01-01,2002-01-06,40000
469726,Ranga,Stasinski,Senior Engineer,9999-01-01,2002-01-05,40000
85264,Annemarie,Silva,Senior Engineer,9999-01-01,2002-01-05,50431
70810,Vishwani,Brodal,Senior Staff,9999-01-01,2002-01-05,40000
275421,King,Cooley,Senior Staff,9999-01-01,2002-01-04,79820
221118,Nimmagadda,Klyachko,Senior Engineer,9999-01-01,2002-01-04,40000
247878,Doohun,Peha,Senior Staff,9999-01-01,2002-01-03,54955
262371,Ute,Weedman,Senior Engineer,9999-01-01,2002-01-03,60052
220210,Siamak,Mersereau,Senior Engineer,9999-01-01,2002-01-03,54024
480176,Xiaopeng,Haddadi,Engineer,9999-01-01,2002-01-03,74254
58007,Nitsan,Zlotek,Senior Engineer,9999-01-01,2002-01-03,54854
406336,Nishit,Heiserman,Senior Engineer,9999-01-01,2002-01-03,62574
204206,Nathalie,Picci,Senior Staff,9999-01-01,2002-01-02,52432
50075,Shaz,Muntz,Senior Staff,9999-01-01,2002-01-02,40000
26902,Reinhold,Welham,Senior Staff,9999-01-01,2002-01-02,71381
240441,Luise,Prampolini,Senior Staff,9999-01-01,2002-01-01,62999
73017,Adel,Iisaka,Engineer,9999-01-01,2002-01-01,59529
433172,Nagui,Curless,Senior Staff,9999-01-01,2001-12-31,40000
41863,Dipayan,Herbst,Senior Staff,9999-01-01,2001-12-31,44460
416948,Reinhard,Peac,Senior Staff,9999-01-01,2001-12-30,62481
212765,Marco,Schaar,Senior Staff,9999-01-01,2001-12-28,40000
211541,Perry,Albarhamtoshy,Senior Engineer,9999-01-01,2001-12-28,57371
244773,Mingdong,Zaiane,Senior Engineer,9999-01-01,2001-12-27,40000
56187,Youpyo,Lienhardt,Senior Engineer,9999-01-01,2001-12-27,40000
297621,Mohammed,Bugaenko,Senior Engineer,9999-01-01,2001-12-27,49827
51438,Alagu,Bernatsky,Senior Engineer,9999-01-01,2001-12-27,56119
82970,Qiwen,Servieres,Senior Staff,9999-01-01,2001-12-26,68081
218200,Martien,Szilard,Senior Engineer,9999-01-01,2001-12-26,54740
271384,Kwangho,Peron,Senior Staff,9999-01-01,2001-12-26,40000
410520,Ashish,Nittel,Senior Staff,9999-01-01,2001-12-25,43416
241689,Tristan,Borovoy,Senior Engineer,9999-01-01,2001-12-24,48553
89672,Ebbe,Feldmann,Senior Engineer,9999-01-01,2001-12-24,40000
439486,Armond,Heijenga,Senior Engineer,9999-01-01,2001-12-24,40000
95362,Yonghong,Zyda,Senior Staff,9999-01-01,2001-12-24,64753
284580,Sreenivas,Quittner,Senior Engineer,9999-01-01,2001-12-24,40000
37406,Rildo,Cincotta,Engineer,9999-01-01,2001-12-24,58809
67826,Selwyn,Detkin,Senior Staff,9999-01-01,2001-12-23,62803
436693,JoAnna,Sherertz,Senior Staff,9999-01-01,2001-12-23,62904
426505,Tommaso,Makinen,Senior Engineer,9999-01-01,2001-12-22,52853
493286,Maha,Riesenhuber,Senior Engineer,9999-01-01,2001-12-22,58075
16999,Bezalel,Sadowsky,Senior Staff,9999-01-01,2001-12-22,40000
407260,Kiam,Baak,Senior Staff,9999-01-01,2001-12-22,58003
286097,Matk,Kusalik,Senior Staff,9999-01-01,2001-12-22,40000
